"""latitude"",""longitude"",""class"",""b0_GCVI"",""b1_GCVI"",""b2_GCVI"",""b3_GCVI"",""b4_GCVI"""
"-32.1464818,-52.38974231,""soybean"",-1.4277546405792236,-1.7573206424713137,-4.645927906036377,1.8307101726531985,-2.2437453269958496"
"-28.9232502,-56.10261835,""soybean"",-2.866849422454834,-3.548943281173706,-7.543329238891602,1.3688852787017822,-4.490610599517822"
"-28.1136474,-52.01829863,""soybean"",0.30922731757164,-3.278580665588379,-2.8670337200164795,-0.4618450999259949,-3.796548843383789"
"-28.5011249,-52.64351646,""soybean"",0.39968082308769226,-2.4042201042175293,-3.0497841835021973,0.4193088710308075,-3.723240613937378"
"-28.6059857,-52.67711146,""soybean"",0.4876611828804016,-2.406968116760254,-2.9677226543426514,-0.49750563502311707,-3.6327896118164062"
"-28.1296885,-54.89535573,""soybean"",-5.182684898376465,-6.354058742523193,-11.519654273986816,3.8180723190307617,-6.926586627960205"
"-27.9553107,-54.8034551,""soybean"",-1.2614134550094604,-3.249316930770874,-4.130768299102783,1.1970840692520142,-3.4247331619262695"
"-28.6389006,-50.52304835,""soybean"",-0.8965132236480713,-1.2993497848510742,-5.366969108581543,1.1285525560379028,-3.3124077320098877"
"-28.7774304,-54.16471753,""soybean"",-1.7662920951843262,-3.6935336589813232,-5.519379615783691,0.8071776032447815,-3.866456985473633"
"-28.3691665,-52.70704584,""soybean"",-2.4489378929138184,-3.827692747116089,-7.619068622589111,2.6433255672454834,-4.750017166137695"
"-28.0685311,-53.39736171,""soybean"",1.5681294202804563,-1.8951990604400637,-1.1455450057983398,-2.035234212875366,-2.8132264614105225"
"-28.5962609,-53.57493526,""soybean"",-3.172182559967041,-4.185699939727783,-8.814567565917969,2.5853285789489746,-4.828550338745117"
"-29.2542059,-53.0544378,""soybean"",0.2767789661884308,-3.2710182666778564,-3.1645021438598633,0.03097652830183506,-3.6631343364715576"
"-33.3278165,-53.143548,""soybean"",-1.462297797203064,-1.1955739259719849,-4.764485836029053,1.7217055559158323,-1.883514165878296"
"-28.1271367,-52.84919883,""soybean"",0.4590573012828827,-2.6928389072418213,-3.287144422531128,-0.790835976600647,-4.088990211486816"
"-30.3457814,-55.0190081,""soybean"",-0.4845165014266968,-1.1822640895843506,-2.951172351837158,0.7748978734016418,-1.8887581825256348"
"-29.1591025,-53.1500176,""soybean"",4.426105976104736,-1.7650283575057983,3.2831015586853027,-3.5274240970611572,-2.439949750900269"
"-29.2856251,-53.05875569,""soybean"",7.938961505889893,-0.2259271889925003,9.092711448669434,-6.162929534912109,-0.1843687891960144"
"-30.7382987,-55.15018032,""soybean"",-0.5491458773612976,-2.542356252670288,-3.452906370162964,1.204473853111267,-2.9120495319366455"
"-28.6375389,-52.82042166,""soybean"",0.7803359031677246,-2.9216513633728027,-2.383420705795288,-0.47272178530693054,-3.2751781940460205"
"-30.8047827,-55.26993107,""soybean"",-0.4091913998126984,-2.7730400562286377,-3.5358612537384033,0.296287477016449,-3.3666276931762695"
"-28.3575164,-52.77886158,""soybean"",-2.552751302719116,-3.267489194869995,-8.707032203674316,3.792934656143189,-4.936565399169922"
"-28.6662254,-51.58929404,""soybean"",-4.098838806152344,-6.771352767944336,-9.4778289794921875,1.3192331790924072,-6.927275657653809"
"-28.6235515,-52.52160873,""soybean"",-0.18569114804267883,-1.8779876232147217,-4.055283546447754,0.2925262451171875,-3.4685349464416504"
"-28.245615,-53.83941224,""soybean"",-2.078993082046509,-3.786109685897827,-5.873626232147217,0.1007072702050209,-4.055264949798584"
"-28.2504788,-54.06459769,""soybean"",-3.9077186584472656,-5.579622745513916,-9.19660472869873,3.088728189468384,-5.99404764175415"
"-28.9863398,-52.63631868,""soybean"",-1.0049110651016235,-3.696929454803467,-5.005297660827637,1.0339131355285645,-4.1017022132873535"
"-28.0219549,-54.37296352,""soybean"",-0.8415310382843018,-1.2750024795532229,-4.454317569732666,2.119149684906006,-1.9503695964813232"
"-31.0743053,-54.48653188,""soybean"",-5.742142677307129,-2.9246437549591064,-12.424335479736328,5.034008026123047,-3.8404653072357178"
"-28.3981621,-52.23440894,""soybean"",1.428483009338379,-1.9409520626068115,-1.3540035486221311,-1.72857928276062,-2.892888307571411"
"-27.3646536,-53.29234498,""soybean"",-2.6037862300872803,-3.9751503467559814,-7.633561134338379,3.1242899894714355,-4.320947647094727"
"-31.9511887,-52.76424811,""soybean"",0.38118037581443787,-0.8408110737800598,-2.0541064739227295,0.4684360325336456,-0.9084562659263612"
"-28.7949635,-52.52136359,""soybean"",2.012784481048584,-2.2345385551452637,-0.40291956067085266,-1.5091825723648071,-3.256781578063965"
"-27.8297577,-54.71783642,""soybean"",-3.2435410022735596,-5.795050621032715,-7.802824020385742,1.9574846029281616,-5.706457138061523"
"-28.6265318,-52.96386627,""soybean"",1.9891184568405151,-2.0476582050323486,-0.2451884299516678,-2.181730270385742,-2.518815517425537"
"-28.6432743,-55.8475556,""soybean"",-0.06648844480514526,-2.1015844345092773,-4.146724224090576,0.9759857654571532,-4.26176643371582"
"-28.41087,-51.04545,""corn"",1.373152494430542,-0.7779960632324219,-0.4777604937553406,-0.9239698648452759,-0.9102680683135986"
"-27.92888,-52.41909,""corn"",5.012081623077393,1.77721107006073,5.141471862792969,-2.4398882389068604,1.8507167100906372"
"-27.64094,-54.70488,""corn"",7.132008075714111,5.237052917480469,7.241578578948975,-1.6113048791885376,4.592749118804932"
"-28.58594,-52.85858,""corn"",4.494977951049805,0.8325692415237427,3.3590588569641113,-2.4060873985290527,2.104158639907837"
"-27.86898,-55.03798,""corn"",4.81838321685791,2.53627872467041,3.1476383209228516,-1.6329493522644043,2.306727409362793"
"-31.31248,-52.04291,""corn"",-1.868398904800415,-1.6927481889724731,-6.140746593475342,1.904228925704956,-1.6943074464797974"
"-28.40167,-51.04938,""corn"",4.179485321044922,0.370290607213974,3.433882713317871,-2.6998579502105713,0.75431227684021"
"-28.50735,-52.76627,""corn"",5.875954627990723,2.0379810333251953,4.896223545074463,-3.385847568511963,3.104269504547119"
"-31.32712,-52.0147,""corn"",0.7633013129234314,-2.2639975547790527,-2.021164894104004,-0.35964369773864746,-2.1098856925964355"
"-27.88874,-54.76839,""corn"",0.329643577337265,-0.3994971513748169,-1.1074408292770386,-0.05990085378289223,-0.8186578750610352"
"-27.61205,-53.34363,""corn"",3.236384630203247,0.9506986141204834,1.91545569896698,-1.194750428199768,2.1836178302764893"
"-28.55715,-51.69225,""corn"",-0.1624266356229782,-3.539645195007324,-2.596085786819458,-0.7764480710029602,-3.1274232864379883"
"-29.06507,-52.28729,""corn"",1.496003270149231,-2.412081718444824,-0.2933861017227173,-1.41248619556427,-2.5582141876220703"
"-28.53604,-51.65184,""corn"",-0.04852201044559479,-3.6432132720947266,-2.6330080032348633,-0.6180643439292908,-3.145772933959961"
"-28.30707,-51.09948,""corn"",1.5122146606445313,-2.2573392391204834,-1.5371742248535156,-0.6150966882705688,-2.55059552192688"
"-28.20317,-55.23131,""corn"",2.7937729358673096,3.4444429874420166,0.12434680759906769,0.3392764925956726,2.6765196323394775"
"-28.22723,-52.03672,""corn"",4.35172176361084,0.7626354098320007,3.9888644218444824,-2.3627984523773193,1.1305664777755737"
"-28.33523,-51.31224,""corn"",2.499722480773926,-2.0810632705688477,1.429385781288147,-2.0916123390197754,-1.309188723564148"
"-28.03514,-54.75738,""corn"",1.590378761291504,0.18393060564994812,-0.6035065650939941,-0.027071410790085793,-0.5255612730979919"
"-27.99539,-51.8927,""corn"",5.260208606719971,1.2296890020370483,4.272050380706787,-2.7714040279388428,2.236945390701294"
"-28.7576,-52.81923,""corn"",4.027055740356445,1.22981595993042,2.8937079906463623,-1.9385986328125,2.230602264404297"
"-27.68076,-54.75148,""corn"",8.039246559143066,6.012988090515137,7.759676456451416,-1.5524219274520874,4.91106653213501"
"-27.76374,-52.0394,""corn"",4.807582855224609,1.5629067420959473,4.079822063446045,-2.5535800457000732,2.439542293548584"
"-28.45877,-50.98417,""corn"",0.08923693001270294,-1.4840549230575562,-3.639807939529419,0.5668541193008423,-2.4278366565704346"
"-27.88578,-51.76838,""corn"",4.0065765380859375,0.9595547914505005,2.4089789390563965,-2.153762102127075,2.486090898513794"
"-28.48995,-53.55324,""corn"",4.902819633483887,1.4932520389556885,4.781540870666504,-1.9179091453552246,1.6402122974395752"
"-27.92938,-54.52603,""corn"",5.090466022491455,2.258594036102295,4.593085289001465,-2.763275146484375,2.9032602310180664"
"-28.30692,-51.09751,""corn"",1.5053627490997314,-1.970098614692688,-1.0110721588134766,-0.65947425365448,-2.311025619506836"
"-28.43344,-52.66577,""corn"",6.02119255065918,1.8554491996765137,5.638949871063232,-3.4956247806549072,2.669959306716919"
"-29.74073,-52.96571,""corn"",6.324018955230713,4.41342306137085,5.829809188842773,-1.0610859394073486,3.202599287033081"
"-28.008,-54.88548,""corn"",-0.503102719783783,-2.320641279220581,-2.850907802581787,-0.11902456730604172,-1.8520671129226685"
"-27.57853,-52.816,""corn"",5.645962715148926,1.8869380950927734,5.189183712005615,-3.20145320892334,2.6179897785186768"
"-27.95453,-54.80218,""corn"",4.410417079925537,3.20558762550354,3.7759153842926025,-1.4132484197616577,3.061188220977783"
"-27.967,-54.5426,""corn"",0.47373342514038086,-1.5436301231384277,-1.896703839302063,-0.1900121122598648,-0.7967624664306641"
"-28.65785,-53.24375,""corn"",4.129565715789795,1.6602208614349365,3.2402827739715576,-1.6599233150482178,2.094412326812744"
"-28.01056,-54.5445,""corn"",2.391050338745117,-1.0057032108306885,1.5203427076339722,-1.4625309705734253,-1.1110666990280151"
"-28.64122,-52.79547,""corn"",5.588122844696045,2.504390239715576,4.796343803405762,-2.361023426055908,2.9901375770568848"
"-27.92919,-54.71656,""corn"",4.692411422729492,3.6872806549072266,3.6349875926971436,-0.36157262325286865,2.683526039123535"
"-27.94711,-54.54319,""corn"",0.40705063939094543,-1.7387864589691162,-2.0994248390197754,-0.552765429019928,-1.9752082824707031"
"-29.23742,-50.26222,""corn"",1.3636674880981445,-0.7433251142501831,-0.5205767750740051,-0.3078573942184448,-1.2568857669830322"
"-28.37073,-53.65487,""corn"",3.083423137664795,0.4756346046924591,1.7489138841629028,-1.5812972784042358,1.204849362373352"
"-27.67542,-54.75782,""corn"",7.333093643188477,5.334954738616943,7.100491523742676,-2.0487594604492187,5.009416103363037"
"-28.11261,-51.72614,""corn"",4.720663547515869,0.33021479845046997,4.237525939941406,-3.701293706893921,0.6292552351951599"
"-28.01829,-54.54481,""corn"",1.4192670583724976,-0.8114942908287048,-0.5074000954627991,-0.85096675157547,-0.4508081376552582"
"-28.32056,-52.29746,""corn"",4.62362003326416,0.8840360045433044,4.048935413360596,-3.093203544616699,2.125230073928833"
"-28.64123,-52.80529,""corn"",7.760342121124268,3.9412782192230225,7.217719554901123,-2.976184368133545,4.408318042755127"
"-27.74075,-51.99307,""corn"",4.848847389221191,1.5059205293655396,3.7169406414031982,-2.0601205825805664,2.095700979232788"
"-27.67757,-54.75618,""corn"",7.803895950317383,5.783092498779297,7.469812870025635,-1.889733076095581,5.124162673950195"
"-27.82539,-54.69692,""corn"",5.5503058433532715,4.626208782196045,4.584479331970215,-0.8405508399009705,3.9112660884857178"
"-28.43043,-51.63524,""corn"",-2.8303744792938232,-5.783803462982178,-5.6113409996032715,-1.8592519760131836,-3.333561897277832"
